ESTACIONES,MES,AÑO,PRECIP. MES (mm.),ANOMALIA RESPEC. PROMEDIO CLIMATOLOGICO,% RESPECTO PROMEDIO CLIMATOLOGICO,PREC. ACUM. AÑO AGRIC. (mm.),% RESPECTO PROMEDIO CLIMATOLOGICO,Tª  MÁXIMA ABSOL (ºC),Tª  MINIMA ABSOL. (ºC),TEMP. MEDIA DE MEDIAS (ºC),ANOMALIA (ºC)
CASTELLOTE,10,2019,44.4,5.1,113,74,96.1,29.8,6.2,16.8,2.1
CASTELLOTE,2,2019,1.4,-17.6,7.4,296,158.9,23.2,-0.7,9.6,2.7
CASTELLOTE,11,2019,30.2,-5.1,85.6,104.2,92.8,22.7,1,10,0.5
CASTELLOTE,12,2019,33.2,2.5,108.1,137.4,96.1,20.9,-4,9.8,3.4
CASTELLOTE,9,2019,29.6,-8.1,78.5,29.6,78.5,30.9,10.9,20,0.7
CASTELLOTE,1,2019,25.4,1.1,104.5,294.6,176.1,15.9,-2.2,6.2,0.5
CASTELLOTE,3,2019,14.2,-14.7,49.1,310.2,144.1,24.2,0.2,10.3,0.5
CASTELLOTE,4,2019,45.6,10.3,129.2,355.8,142,23.3,0.7,11.6,-0.3
CASTELLOTE,5,2019,16.4,-41.9,28.1,372.2,120.5,28.4,4.2,15.2,-0.7
CASTELLOTE,6,2019,15,-23.1,39.4,387.2,111.6,39.4,5.8,21.8,1.2
CASTELLOTE,7,2019,20.6,2.7,115.1,407.8,111.8,37.1,13.4,25.2,1.5
CASTELLOTE,8,2019,26,-2.6,90.9,433.8,110.3,37.7,13.9,24.4,1.2
CEDRILLAS,10,2019,40,-12.1,76.8,132,137.5,24.6,0.8,11.6,1.6
CEDRILLAS,11,2019,45.6,8.5,122.9,186.1,139.8,15.8,-3.8,4.6,-1
CEDRILLAS,12,2019,35.4,7.2,125.5,221.5,137.3,17.9,-3.8,5.3,2.3
CEDRILLAS,1,2019,14,-13,51.9,318.7,169.3,14.8,-9.7,1.5,-0.7
CEDRILLAS,2,2019,0.8,-25.4,3.1,319.5,149,19.1,-6.3,4.2,1
CEDRILLAS,3,2019,22.3,-10,69,355.1,143.9,20.9,-6.9,5.6,-0.2
CEDRILLAS,4,2019,94.6,47.6,201.3,449.7,153.1,18.8,-3.1,6.4,-0.8
CEDRILLAS,5,2019,37,-27.3,57.5,500.5,139.8,23.8,-0.3,10.4,-1
CEDRILLAS,6,2019,17.8,-37.7,32.1,518.3,125.3,32.9,-1.3,16.4,0.8
CEDRILLAS,7,2019,38.8,12,144.8,557.1,126.5,33.7,8.3,20.5,1.3
CEDRILLAS,8,2019,14,-36,28,587.5,119.8,31.8,8.1,19.8,0.8
CEDRILLAS,9,2019,84.4,40.5,192.3,84.4,192.3,28.3,3.9,15.5,0.3
DAROCA,5,2019,42.3,-16.1,72.4,337,111.7,29.2,-1.2,13.7,-1.3
DAROCA,8,2019,12.6,-11.6,52.1,398,101.2,37,9.3,23.4,0.6
DAROCA,12,2019,22.8,-3.7,86,109.9,81.3,18.2,-6,7,1.7
DAROCA,1,2019,16.2,-4.4,78.6,179.2,115,14.8,-7.4,3.7,-0.8
DAROCA,2,2019,8,-13.9,36.5,187.2,105.3,23.5,-4,7.4,1.5
DAROCA,3,2019,18.4,-3.3,84.8,205.6,103.1,25.2,-3.8,8.9,0.1
DAROCA,4,2019,89.1,45.2,203,294.7,121.1,23.9,-2.7,10.3,-0.4
DAROCA,6,2019,6.2,-39.1,13.7,343.2,98.9,40.7,2.3,21.3,1.6
DAROCA,7,2019,42.2,20.1,191,385.4,104.4,37.8,10.1,24.1,1.1
DAROCA,10,2019,31.6,-6,84,40.2,53.7,30.1,3.9,15.1,1.4
DAROCA,9,2019,8.6,-28.6,23.1,8.6,23.1,32.2,5.7,18.4,-0.2
DAROCA,11,2019,46.9,13.1,138.6,87.1,80.1,21.2,-3.4,8.4,0.1
EJEA,11,2019,70.2,28,166.4,136.3,101.1,21.9,0.9,9.6,0.2
EJEA,1,2019,20.6,-2.5,89.2,142.9,73.3,16.3,-6,6,0.2
EJEA,2,2019,8.2,-17.4,32,151.1,68.5,24,-1,9.4,2.1
EJEA,3,2019,11.8,-12.9,47.8,162.9,66.4,25.7,-1.4,11.2,0.6
EJEA,12,2019,26,-11,70.3,165.2,96.2,16.9,-2.7,7.8,1.8
EJEA,4,2019,37,-10.7,77.6,199.9,68.2,25.8,-1,12.9,0.2
EJEA,5,2019,52,8.4,119.3,254.6,75.7,30.6,2.1,16,-1.1
EJEA,6,2019,26.6,-5.9,81.8,281.2,76.2,42.3,5.9,22.6,1.2
EJEA,7,2019,28.8,8,138.5,314.6,80.7,40.6,12.3,25.9,1.9
EJEA,9,2019,33.4,-7.3,82.1,33.4,82.1,31.2,7,20.8,0.9
EJEA,8,2019,46.8,25.1,215.7,362.8,88.2,38.3,11.3,25,1.3
EJEA,10,2019,28.8,-23.1,55.5,64.8,70,28.3,6.1,16.9,1.8
FRAGA,9,2019,7,-26.1,21.1,7,21.1,33.1,12.3,22.9,1.2
FRAGA,10,2019,73,31.6,176.3,80,107.4,31.3,7.6,17.8,1.1
FRAGA,12,2019,38.6,16.1,171.6,136,108.8,19.1,1.5,9.3,2.8
FRAGA,4,2019,39.4,7.1,122,322,152.5,26.4,3.1,14.4,0
FRAGA,1,2019,13,-7.4,63.7,280.2,192.7,18,-3.8,5.8,-0.5
FRAGA,2,2019,1,-13.8,6.8,281.2,175.5,25,-1.4,9.5,1.2
FRAGA,3,2019,1.4,-17.3,7.5,282.6,158,24.6,1.4,12.8,0.6
FRAGA,5,2019,34,-8.5,80,360.3,142,30.6,5.3,18.2,0
FRAGA,6,2019,5.6,-19.3,22.5,365.9,131.3,43.6,8.7,23.8,0.9
FRAGA,7,2019,47.8,38.9,537.1,414.9,144.3,40.4,15.4,27.5,1.7
FRAGA,8,2019,26.8,5.3,124.7,441.7,142.9,40.8,16.2,27,1.4
FRAGA,11,2019,17.2,-10.8,61.4,97.4,95,24.7,-0.6,11.2,0.6
HECHO,12,2019,187.4,55.5,142.1,656,135.1,16,-4.6,5.9,2.1
HECHO,5,2019,94.8,-5.7,94.3,668,69.2,26,-3.8,11.2,-1.7
HECHO,6,2019,68,1.2,101.8,736,71.3,37.1,0.3,17.8,0.5
HECHO,10,2019,97.6,-30.1,76.4,124.2,57.1,26.7,2.1,13.3,1.4
HECHO,9,2019,26.6,-63.4,29.6,26.6,29.6,29.8,2.9,16.7,0.7
HECHO,1,2019,151.6,57.4,160.9,407.4,70.3,16,-4.6,3.8,0.4
HECHO,2,2019,34,-51.5,39.8,441.4,66.3,23,-5.9,6.1,1.9
HECHO,3,2019,13.2,-62.7,17.4,454.6,61.3,22.9,-3.9,7.8,0.7
HECHO,11,2019,344.4,208.4,253.2,468.6,132.5,16.9,-4.8,4.9,-2
HECHO,4,2019,118.6,-4.7,96.2,573.2,66.3,21.3,-3.3,8.7,-0.1
HECHO,7,2019,89.8,25.5,139.7,828.8,75.6,35.6,6.2,21.3,1.3
HECHO,8,2019,70.4,6.2,109.7,899.2,77.5,32.9,5.7,20.5,0.5
HIJAR,1,2019,13.2,-8.7,60.3,191.2,146.4,16.9,-5,6.9,0.3
HIJAR,2,2019,0.2,-19,1,191.4,127.8,24,-1,10,1.6
HIJAR,3,2019,11.6,-5,69.9,203.3,122.2,25.3,1.9,13.4,1.6
HIJAR,4,2019,23.6,-10,70.2,226.9,113.5,27.6,0.9,14.4,0.3
HIJAR,5,2019,25.2,-23.2,52.1,262.3,105.6,32.4,3.4,18,-0.1
HIJAR,6,2019,7,-18.9,27,269.3,98.2,43.6,8.1,23.9,1
HIJAR,7,2019,33.8,20.1,246.7,303.4,105.3,41.5,15.6,27.5,1.7
HIJAR,8,2019,5.2,-13.1,28.4,308.6,100.8,42.5,15.6,26.7,1.3
HIJAR,10,2019,33.6,-2,94.4,40.4,63,32,8,18.3,1.9
HIJAR,9,2019,6.8,-21.7,23.9,6.8,23.9,35.3,12.3,22.6,1.2
HIJAR,11,2019,26.8,2.7,111.2,67.2,76.2,26.2,1.1,12.2,1.4
HIJAR,12,2019,22.2,1.7,108.3,89.4,82.2,22.7,-1.9,9.6,2.5
HUESCA,3,2019,6,-23.6,20.3,250,87.8,23.2,1,10.9,0.8
HUESCA,7,2019,45.6,23.1,202.7,391,86.9,38.9,11.8,25.6,1.5
HUESCA,10,2019,60.6,0.4,100.7,102.2,94.5,28,6.4,15.8,0.8
HUESCA,11,2019,52.6,4.8,109.9,154.8,99.2,20.3,-2.3,8.2,-1.1
HUESCA,12,2019,57.8,15.7,137.3,212.6,107.3,14.1,-2.8,7.1,1.6
HUESCA,1,2019,20,-9.9,66.9,242.2,106.2,15.9,-5.8,3.9,-1.3
HUESCA,2,2019,0.4,-26.8,1.5,242.6,95.1,22.3,-2,8.8,1.9
HUESCA,4,2019,52.8,-2,96.4,302.8,89.2,22.8,-0.5,11.7,-0.4
HUESCA,5,2019,31.8,-20.5,60.8,334.6,85.4,30,1.5,15.4,-0.7
HUESCA,6,2019,10.8,-24.6,30.5,345.4,80.8,41.2,6.2,22.4,1.4
HUESCA,9,2019,41.6,-6.4,86.7,41.6,86.7,29.7,8.8,20.2,0.4
HUESCA,8,2019,77.8,47.7,258.5,468.8,97.7,37.7,11.4,24.6,0.9
JABALOYAS,1,2019,12,-37.1,24.4,316,124.3,13.3,-6.7,3.2,1.2
JABALOYAS,10,2019,36.2,-16.7,68.4,136.2,143.4,23.7,1.3,12.6,2.5
JABALOYAS,11,2019,43,-5.3,89,184.1,128.5,16,-3.2,4.6,-0.1
JABALOYAS,12,2019,87.2,25.4,141.1,271.3,132.3,17.5,-1.4,6.1,4.8
JABALOYAS,2,2019,6.6,-21,23.9,322.6,114.5,17.8,-5.3,6,3
JABALOYAS,3,2019,36.8,-4.4,89.3,361.2,111.8,20,-2.6,6.9,1.4
JABALOYAS,4,2019,112.2,56,199.6,473.4,124.8,19,-2.8,6.3,-0.9
JABALOYAS,5,2019,12.2,-61,16.7,513.5,113.5,23.6,0.5,11.6,-0.4
JABALOYAS,6,2019,2,-57.5,3.4,515.5,100.7,32.3,2.3,17.8,1.4
JABALOYAS,9,2019,53.6,11.5,127.3,53.6,127.3,26.9,5.8,15.9,0.7
JABALOYAS,7,2019,21.8,-4,84.5,538.6,100.2,33.2,7,21.5,1.6
JABALOYAS,8,2019,47.8,23.7,198.3,589.4,104.9,31.2,9.9,21.1,1.4
JACA,9,2019,19,-52,26.8,19,26.8,29.9,4.8,17.8,0.4
JACA,10,2019,106.1,8.7,108.9,127.6,75.8,27.4,3.6,13.8,1.8
JACA,1,2019,80.6,17.9,128.5,339.7,81.9,15.1,-7.1,3,-1.3
JACA,11,2019,206.1,113,221.4,340.2,130.1,16.2,-4.6,4.1,-3.7
JACA,2,2019,24.5,-29.1,45.7,364.2,77.8,23,-7,7.2,2
JACA,3,2019,13.7,-38.1,26.4,377.9,72.7,23.3,-2.8,8.3,0.1
JACA,4,2019,97.8,11.1,112.8,475.7,78.4,21.9,-2.8,9,-0.4
JACA,12,2019,160.5,70,177.3,524.6,149,16.1,-4.3,5.8,0.9
JACA,5,2019,77.4,-2.3,97.1,566.6,82.5,27.3,-2.4,12.1,-1.9
JACA,6,2019,54,2.1,104,620.6,84,38.7,0.8,19.3,1
JACA,7,2019,52.9,13.6,134.6,690.4,88.8,37.3,7.6,22.7,1.3
JACA,8,2019,48.7,4.2,109.4,746.4,90.8,36.1,7,22.2,1
LA ALMUNIA DE Dª Gª,9,2019,1.4,-30.4,4.4,1.4,4.4,33.4,8.5,20.5,0.5
LA ALMUNIA DE Dª Gª,12,2019,27.8,2,107.8,108.6,85.8,22,-2,9.6,1.7
LA ALMUNIA DE Dª Gª,1,2019,16.2,-3.4,82.7,157.1,107.5,17.9,-5.1,7.1,-0.3
LA ALMUNIA DE Dª Gª,2,2019,17.4,-3.6,82.9,174.5,104.4,26.2,-3,9.4,0.8
LA ALMUNIA DE Dª Gª,3,2019,18.4,-1.2,93.9,192.9,103.3,29.4,0.2,11.9,0.5
LA ALMUNIA DE Dª Gª,4,2019,40.6,-6.1,86.9,233.5,100,25.8,-0.6,12.9,-0.4
LA ALMUNIA DE Dª Gª,10,2019,25,-12.5,66.7,26.4,38.1,31.5,6.9,17.3,1.6
LA ALMUNIA DE Dª Gª,5,2019,33.6,-20,62.7,285.9,99.6,30.5,1.2,15.9,-1.4
LA ALMUNIA DE Dª Gª,6,2019,20.8,-15.4,57.5,306.7,94.9,43.3,5.6,22.6,1
LA ALMUNIA DE Dª Gª,7,2019,24.2,3.2,115.2,337.1,97.9,41,13.3,25.7,1.3
LA ALMUNIA DE Dª Gª,8,2019,25,8.6,152.4,362.1,100.4,39.7,11.8,25,1.1
LA ALMUNIA DE Dª Gª,11,2019,38,6.5,120.6,75.9,75.3,24.4,0.6,11.6,0.7
LAGUARRES,11,2019,67.2,11,119.6,198,102.7,18.4,-4.7,6.7,-1.3
LAGUARRES,1,2019,23.2,-14,62.4,302,107.3,15.9,-7.5,2.4,-1.7
LAGUARRES,6,2019,17.6,-29.7,37.2,444,82.1,40,2.9,20.5,1.1
LAGUARRES,10,2019,127.2,56,178.7,130.8,95.8,28.2,3.7,14.5,1.1
LAGUARRES,12,2019,57.6,6.1,111.8,255.6,104.6,15.2,-3,6.3,1.6
LAGUARRES,9,2019,3.6,-61.8,5.5,3.6,5.5,29.5,7.2,19.1,0.9
LAGUARRES,2,2019,4.6,-24.1,16,306.6,98.8,21.9,-6.6,6.9,1.1
LAGUARRES,3,2019,8.8,-26.9,24.6,315.4,91.2,22.4,-2.3,9.1,0.2
LAGUARRES,4,2019,76.2,6.8,109.8,391.6,94.3,23.4,-3.5,10.4,-0.4
LAGUARRES,5,2019,34.8,-43.5,44.4,426.4,86.4,27.6,-0.9,13.9,-0.9
LAGUARRES,7,2019,45.4,16.6,157.6,489.4,85.9,37.9,10,24.3,1.5
LAGUARRES,8,2019,100.8,56.1,225.5,590.2,96.1,35.3,10.4,23.5,1
LANAJA,3,2019,5,-13.6,26.9,176,84.9,24.2,-1.8,10.3,-0.2
LANAJA,12,2019,34,4.7,116,105.3,73.6,16.4,-2.6,8,2.1
LANAJA,1,2019,21.2,-4.6,82.2,163.2,96.7,15.2,-5.4,4.4,-1
LANAJA,2,2019,2.6,-17.2,13.1,165.8,87.9,23.2,-0.6,9,1.8
LANAJA,4,2019,32.1,-6.5,83.2,208.1,84.7,242,1.2,12.5,-0.6
LANAJA,5,2019,35.8,-11,76.5,243.9,83.4,31,2.4,16.1,-0.9
LANAJA,6,2019,0.4,-23.5,1.7,244.3,77.2,41,10,22,0.4
LANAJA,7,2019,21.6,2.7,114.3,265.9,79.3,37.6,14.1,25.5,1
LANAJA,8,2019,26.8,4.3,119.1,292.7,81.8,38.8,13.6,24.8,1.1
LANAJA,10,2019,40,-1,97.6,46.5,57.4,28.7,7.1,16.8,1.4
LANAJA,9,2019,6.5,-33.5,16.3,6.5,16.3,30.5,10.4,20.9,0.9
LANAJA,11,2019,28.6,-4.1,87.5,71.3,62.7,23.1,0.4,9.8,0.1
LECIÑENA,10,2019,30,-12,71.4,46,57.6,28.8,4.3,16.4,1
LECIÑENA,12,2019,36.6,9.7,136.1,130,92.9,17.7,-3.5,7.8,2.3
LECIÑENA,5,2019,52.6,2.6,105.2,238,79.9,31.3,-1.2,15.4,-1.6
LECIÑENA,7,2019,13.4,-5,72.8,260,75.3,40.6,10.9,25.9,0.9
LECIÑENA,1,2019,19.8,-3.9,83.5,132.9,81.2,14.7,-8.5,4.6,-0.3
LECIÑENA,2,2019,1.2,-21.7,5.2,134.1,71.9,24,-3.5,8.7,1.9
LECIÑENA,9,2019,14.4,-23.5,38,14.4,38,31.5,6.1,20.3,-0.7
LECIÑENA,3,2019,7.6,-11.2,40.4,143.9,70.1,26.8,-3,10.5,-0.3
LECIÑENA,4,2019,37.6,-5,88.3,181.5,73.2,24.4,-0.6,12.1,-0.9
LECIÑENA,6,2019,3.8,-25.3,13.1,241.8,73.9,42.6,4.3,22.6,-0.2
LECIÑENA,8,2019,34.4,10.8,145.8,294.4,79.8,38.9,11.6,25.1,-0.1
LECIÑENA,11,2019,47.4,14.2,142.8,93.4,82.6,23.8,-1.4,9.3,-0.1
MONTALBAN,11,2019,28.6,-2.3,92.6,87,75.4,20.9,-2.9,8.2,0.2
MONTALBAN,2,2019,8.2,-14.1,36.8,377,198.5,23.2,-3.6,7.4,1.9
MONTALBAN,12,2019,52.4,25.6,195.5,139.4,98,19.4,-4.1,7.8,2.6
MONTALBAN,9,2019,21.8,-17.5,55.5,21.8,55.5,30.4,4.9,18,0.9
MONTALBAN,1,2019,19.4,-6,76.4,368.8,220,14.4,-7.8,3.8,-0.9
MONTALBAN,3,2019,25.6,-1.1,95.9,402.6,185.9,25.4,-4.2,8.4,0.2
MONTALBAN,4,2019,83.8,42.7,203.9,486.4,188.7,22,-2.3,9.6,-0.2
MONTALBAN,5,2019,23.8,-39.6,37.5,510.2,158.9,27,-0.5,12.8,-1.3
MONTALBAN,6,2019,8.2,-41.5,16.5,518.4,139.8,38.7,1.2,20.6,2.2
MONTALBAN,7,2019,55.2,23.2,172.5,573.6,142.4,36.7,10.2,23.4,1.7
MONTALBAN,10,2019,36.6,-8.6,81,58.4,69.1,28.9,3.6,14.9,1.7
MONTALBAN,8,2019,13,-24.2,34.9,586.6,133.3,36.8,9.9,22.8,1.2
MONZÓN,11,2019,24.1,-19.2,55.7,120.2,82.8,22.5,-3.4,8.8,-0.6
MONZÓN,9,2019,13.2,-35.1,27.3,13.2,27.3,31.8,7.7,20,-0.3
MONZÓN,12,2019,44.1,13,141.9,164.3,93.2,16.5,0,7.9,2.4
MONZÓN,1,2019,12.2,-13.7,47.1,285.5,141.3,18,-7.5,2.9,-1.1
MONZÓN,2,2019,7.8,-13.6,36.5,293.3,131.2,24.3,-5,7.4,0.5
MONZÓN,3,2019,1.5,-21.7,6.5,300.8,121.9,26,-0.2,11.4,1
MONZÓN,4,2019,50.1,3.8,108.1,350.9,119.8,26.1,1.2,13.2,0.1
MONZÓN,5,2019,20.8,-30.7,40.4,371.7,107.9,31,1,17,-0.3
MONZÓN,6,2019,4.8,-27.8,14.7,376.5,99.8,42.5,4.8,22.6,0.4
MONZÓN,7,2019,57.3,39.6,323.7,434.9,110.2,38.8,11.8,25.5,1.5
MONZÓN,8,2019,71.5,43.3,253.5,506.4,119.7,40.5,11.5,26.6,2.4
MONZÓN,10,2019,82.9,29.4,155,96.1,94.4,29.8,6.1,15.8,1.8
MOSQUERUELA,10,2019,38.6,-37.4,50.8,134.4,97.2,23.3,0.7,12.2,2.2
MOSQUERUELA,11,2019,21,-38.2,35.5,155.4,78.7,17.2,-3.5,4.6,-0.7
MOSQUERUELA,12,2019,71.8,22.2,144.8,227.2,91.9,18.6,-0.6,6.5,3.5
MOSQUERUELA,1,2019,14,-30.1,31.7,429.8,147.6,15.5,-6.7,3.1,0.8
MOSQUERUELA,2,2019,2.6,-36.8,6.6,432.4,130.8,18.6,-6.4,5.6,2.3
MOSQUERUELA,3,2019,25,-16.3,60.5,457.4,123,20.1,-4.2,6.7,0.5
MOSQUERUELA,4,2019,117.4,47.2,167.2,574.8,130,18.4,-3.7,6.2,-0.6
MOSQUERUELA,5,2019,38.6,-36.7,51.2,613.4,118.6,23,-0.3,10.5,-0.9
MOSQUERUELA,6,2019,4,-57.9,6.5,617.4,106.6,31.7,0.8,16.6,0.6
MOSQUERUELA,7,2019,26.4,-6.3,80.7,643.8,105.2,32.9,7.9,20.2,1.2
MOSQUERUELA,8,2019,93.6,29.6,146.2,737.4,109.1,31.4,8.8,19.7,0.4
MOSQUERUELA,9,2019,95.8,33.5,153.8,95.8,153.8,24.5,4.4,14.9,-0.1
MUNIESA,11,2019,28.4,-2.3,92.5,84,77.9,21.9,0,8.7,-0.4
MUNIESA,1,2019,21.6,-3.2,87.1,195,123.7,15.5,-3.3,4.9,-0.8
MUNIESA,5,2019,24.2,-43.1,36,296,95,27.4,0.5,13.7,-1.3
MUNIESA,8,2019,5.2,-30.5,14.6,341,81.2,35.3,12,23.2,0.3
MUNIESA,12,2019,25.6,0.6,102.4,109.6,82.5,20.7,-4.3,8.2,1.8
MUNIESA,2,2019,4.8,-14.8,24.5,199.8,112.8,22.5,-1.7,8,1.5
MUNIESA,3,2019,19.8,-3.9,83.5,219.6,109.3,25.5,-0.8,9.8,-0.6
MUNIESA,9,2019,22.2,-20.4,52.1,22.2,52.1,30.8,9.7,18.6,0.1
MUNIESA,4,2019,52.2,8.8,120.3,271.8,111.3,23,-1.6,10.3,-0.7
MUNIESA,6,2019,4.4,-46.7,8.6,300.4,82.8,39.2,3.9,20.8,0.5
MUNIESA,7,2019,35.4,13.8,163.9,335.8,87.4,36.9,12.2,24,1.5
MUNIESA,10,2019,33.4,-1.1,96.8,55.6,72.1,28,3.9,15.6,1.6
QUINTO DE EBRO,1,2019,12.2,-9.6,56,126.9,90.4,15.4,-4.8,6.6,0
QUINTO DE EBRO,2,2019,0.2,-20.9,0.9,127.1,78.7,23.8,-4.7,8.8,0.6
QUINTO DE EBRO,3,2019,8.2,-9.6,46.1,135.3,75.5,25.6,-1.1,11.8,0.2
QUINTO DE EBRO,4,2019,26,-10,72.2,161.3,75,25.8,0.7,13.9,0.1
QUINTO DE EBRO,5,2019,38,-10.7,78.1,199.3,75.5,31.7,5.2,17.6,-0.4
QUINTO DE EBRO,9,2019,2.8,-30.5,8.4,2.8,8.4,33,10.5,22.2,1
QUINTO DE EBRO,6,2019,7.2,-17.9,28.7,206.5,71.5,44,6.5,23.7,1.1
QUINTO DE EBRO,7,2019,28.8,14,194.6,235.3,77.5,41.8,13.2,27.4,2.1
QUINTO DE EBRO,8,2019,22.6,4.2,122.8,257.9,80,41,15.3,26.5,1.5
QUINTO DE EBRO,10,2019,35.8,-2.8,92.7,38.6,53.7,30.8,6,17.6,1.4
QUINTO DE EBRO,11,2019,27,1.8,107.2,65.6,67.6,26,-0.1,11.3,0.7
QUINTO DE EBRO,12,2019,22.8,1.4,106.5,88.4,74.6,18.5,-0.9,9,2
SABIÑÁNIGO,11,2019,139.4,55.3,165.8,229.8,89.4,17,-5,5.6,-2.6
SABIÑÁNIGO,1,2019,70.7,9.5,115.5,296.3,74.1,14.6,-8.7,2.6,-1.4
SABIÑÁNIGO,2,2019,9,-40.7,18.1,305.3,68,23.5,-8,6.4,1
SABIÑÁNIGO,3,2019,8.8,-39.4,18.2,314.1,63.1,24.3,-4.6,8.3,0.6
SABIÑÁNIGO,12,2019,120.9,39.5,148.5,350.7,103.6,15.1,-3.8,5.8,1.8
SABIÑÁNIGO,4,2019,108.8,26.2,131.7,422.9,72.9,22.2,-2.9,9.7,-0.4
SABIÑÁNIGO,5,2019,76.4,-4.3,94.7,499.3,75.6,27.6,-2.5,12.6,-2.1
SABIÑÁNIGO,6,2019,64.8,6,110.2,564.1,78.4,38.5,1.5,21.8,2.5
SABIÑÁNIGO,9,2019,6.8,-68.5,9,6.8,9,29.8,4.6,18,-0.5
SABIÑÁNIGO,7,2019,56.2,11.4,125.4,620.3,81.1,37.2,8.2,22.7,1.7
SABIÑÁNIGO,8,2019,57,2.7,105,677.3,82.7,35.4,7.5,22.2,-0.2
SABIÑÁNIGO,10,2019,83.6,-14,85.7,90.4,52.3,27.8,3.2,13.7,0.7
SANTA EULALIA DEL CAMPO,1,2019,6.2,-11.8,34.4,196,141.6,14.8,-9.8,2.6,-0.7
SANTA EULALIA DEL CAMPO,11,2019,20.2,-6.4,75.9,105.4,105.8,19.7,-4,6.9,0.1
SANTA EULALIA DEL CAMPO,12,2019,17.8,-3,85.6,123.2,102.3,18.9,-8,6,2.2
SANTA EULALIA DEL CAMPO,2,2019,1.8,-15.5,10.4,197.8,127,21.6,-5.7,6,1.1
SANTA EULALIA DEL CAMPO,3,2019,23,1.8,108.5,220.8,124.8,24.6,-5.7,7.7,-0.1
SANTA EULALIA DEL CAMPO,4,2019,76.8,38.2,199,297.6,138.1,21.8,-2.7,8.8,-0.7
SANTA EULALIA DEL CAMPO,5,2019,14.2,-46.7,23.3,311.8,112.8,28.7,-2.5,12.7,-1.2
SANTA EULALIA DEL CAMPO,6,2019,0.6,-47.3,1.3,312.4,96.3,37.4,0.4,19.1,0.8
SANTA EULALIA DEL CAMPO,7,2019,71.8,43.8,256.4,384.2,109.1,37.8,8.6,22.9,1.1
SANTA EULALIA DEL CAMPO,8,2019,47,11,130.6,431.2,111,36.6,8.8,22.3,0.7
SANTA EULALIA DEL CAMPO,9,2019,57.6,23.3,167.9,57.6,167.9,30.9,4.8,17.5,0.3
SANTA EULALIA DEL CAMPO,10,2019,27.6,-11.1,71.3,85.2,116.7,28.1,2.3,13.9,1.6
SARIÑENA,3,2019,1.6,-15.3,9.5,167,85.4,24.7,0.1,11.5,1
SARIÑENA,12,2019,36.6,8.8,131.7,117.1,83.9,17.5,-0.3,7.9,2
SARIÑENA,1,2019,17.4,-4.3,80.2,164.4,101.9,16.7,-5.3,4.5,-0.9
SARIÑENA,2,2019,1,-16.4,5.7,165.4,92.6,24.5,-2.4,8.5,1.3
SARIÑENA,4,2019,26.8,-10.2,72.4,193.8,83.3,24.9,2.1,13.1,0
SARIÑENA,5,2019,40.2,-3.7,91.6,235.4,85.1,30.2,3.4,16.8,-0.2
SARIÑENA,6,2019,4,-19.5,17,239.4,79.8,42.6,7.7,22.8,1.2
SARIÑENA,7,2019,16.6,1.4,109.2,256.3,81.3,38.6,13.9,26.1,1.6
SARIÑENA,8,2019,47.8,23,192.7,304.1,89.4,38.8,13.5,25.2,1.5
SARIÑENA,10,2019,52.2,11.6,128.6,58.4,74.5,29.4,6.4,16.5,1.1
SARIÑENA,9,2019,6.2,-31.6,16.4,6.2,16.4,31.2,9.8,20.9,0.9
SARIÑENA,11,2019,20.6,-12.8,61.7,80.5,72,23.2,-2.7,9.4,-0.3
SEIRA,10,2019,144,47.6,149.4,192.8,98.2,25.8,6.5,12.5,1
SEIRA,11,2019,193.8,117.3,253.3,386.6,141.7,17.2,-4.2,5.7,-1.6
SEIRA,1,2019,77,7.3,110.5,461.2,105,17.8,-5.5,3.9,0.5
SEIRA,2,2019,12.4,-40.5,23.4,473.6,96.2,24,-5.1,7.2,2.6
SEIRA,9,2019,48.8,-51.2,48.8,48.8,48.8,28.9,6.1,18.4,1
SEIRA,3,2019,14,-38.8,26.5,487.6,89.5,24.1,-2.9,9.2,1.4
SEIRA,12,2019,153.6,56.8,158.7,540.2,146.1,13.2,-2.9,5.2,1.3
SEIRA,4,2019,133.8,33.5,133.4,621.4,96.3,21.4,-3.9,9.6,-1
SEIRA,5,2019,87.4,-39.1,69.1,708.8,91.8,26.9,-2.4,13.2,-0.8
SEIRA,6,2019,34.8,-77.3,31,743.6,84.1,38.6,2.4,19.3,0.7
SEIRA,7,2019,45.8,-23.9,65.7,792.4,83.1,36.9,10.6,23.2,1.6
SEIRA,8,2019,59,-20.8,73.9,851.4,82.4,34.7,10.3,22.3,1.5
SOPEIRA,4,2019,89.6,18.4,125.8,425,99.5,22,-1.4,10.8,0
SOPEIRA,9,2019,14.8,-53.3,21.7,14.8,21.7,29.7,8.2,19.5,1.3
SOPEIRA,10,2019,127,65,204.8,141.8,109,28.5,5.5,15.1,1.7
SOPEIRA,11,2019,112,57,203.6,253.8,137.1,16.5,-1.9,6.9,-1.1
SOPEIRA,1,2019,41,-6,87.2,325.8,112.3,17.1,-4.6,4.7,0.6
SOPEIRA,2,2019,0.8,-28.6,2.7,326.6,102.2,23.9,-3.8,8.3,2.5
SOPEIRA,3,2019,8.8,-27.4,24.3,335.4,94.3,23.8,-0.5,10.2,1.3
